 (nan+nanj)
 (7.702324157846568653e+00-0.000000000000000000e+00j)
 (7.475326670027628850e+00-0.000000000000000000e+00j)
 (7.867208778491814769e+00-0.000000000000000000e+00j)
 (7.906353385249671462e+00-0.000000000000000000e+00j)
 (8.075489725338414360e+00-0.000000000000000000e+00j)
 (8.004933038961294045e+00-0.000000000000000000e+00j)
 (7.807392003829928484e+00-0.000000000000000000e+00j)
 (7.880754984280554432e+00-0.000000000000000000e+00j)
 (7.939305186038863482e+00-0.000000000000000000e+00j)
 (8.104858829869353798e+00-0.000000000000000000e+00j)
 (8.199147224143086277e+00-0.000000000000000000e+00j)
 (8.174609011635331157e+00-0.000000000000000000e+00j)
 (8.109833622846931434e+00-0.000000000000000000e+00j)
 (8.146699645485456998e+00-0.000000000000000000e+00j)
 (8.072740407761381576e+00-0.000000000000000000e+00j)
 (8.235066224327059814e+00-0.000000000000000000e+00j)
 (8.217624505980520411e+00-0.000000000000000000e+00j)
 (8.256171596532350776e+00-0.000000000000000000e+00j)
 (8.165226357089567344e+00-0.000000000000000000e+00j)
 (8.174121514007282485e+00-0.000000000000000000e+00j)
 (8.197868276926939757e+00-0.000000000000000000e+00j)
 (7.892320682492783845e+00-0.000000000000000000e+00j)
 (7.514601887577591732e+00-0.000000000000000000e+00j)
 (8.100162201399811579e+00-0.000000000000000000e+00j)
 (8.137968365959343586e+00-0.000000000000000000e+00j)
 (8.180325681451488862e+00-0.000000000000000000e+00j)
 (7.933606063952796106e+00-0.000000000000000000e+00j)
 (8.069636987027205777e+00-0.000000000000000000e+00j)
 (8.018796513387574265e+00-0.000000000000000000e+00j)
 (8.262276667029844646e+00-0.000000000000000000e+00j)
 (8.150263377120054997e+00-0.000000000000000000e+00j)
 (8.239464846875293347e+00-0.000000000000000000e+00j)
 (8.278500730421612275e+00-0.000000000000000000e+00j)
 (8.241973953121503271e+00-0.000000000000000000e+00j)
 (8.156454943681680447e+00-0.000000000000000000e+00j)
 (8.223369604464171090e+00-0.000000000000000000e+00j)
 (7.886135341118807318e+00-0.000000000000000000e+00j)
 (7.627756190956029414e+00-0.000000000000000000e+00j)
 (8.125317949818487762e+00-0.000000000000000000e+00j)
 (8.228113504038898185e+00-0.000000000000000000e+00j)
 (7.952122644232902715e+00-0.000000000000000000e+00j)
 (8.146469892495117548e+00-0.000000000000000000e+00j)
 (8.141610213074683244e+00-0.000000000000000000e+00j)
 (8.198573077937972187e+00-0.000000000000000000e+00j)
 (8.146473584005498481e+00-0.000000000000000000e+00j)
 (8.166866575581222421e+00-0.000000000000000000e+00j)
 (7.917704442866443593e+00-0.000000000000000000e+00j)
 (7.613304366603689033e+00-0.000000000000000000e+00j)
 (8.130232697964618893e+00-0.000000000000000000e+00j)
 (8.001385851092722490e+00-0.000000000000000000e+00j)
 (8.232173608413971166e+00-0.000000000000000000e+00j)
 (8.094592221114483621e+00-0.000000000000000000e+00j)
 (7.887600601235178033e+00-0.000000000000000000e+00j)
 (7.690643151038321079e+00-0.000000000000000000e+00j)
 (7.889473047517953752e+00-0.000000000000000000e+00j)
 (7.686584178891981978e+00-0.000000000000000000e+00j)
 (7.127763230664798222e+00-0.000000000000000000e+00j)
 (7.190831269928051661e+00-0.000000000000000000e+00j)
 (7.449751950117680543e+00-0.000000000000000000e+00j)
 (7.859407034962258898e+00-0.000000000000000000e+00j)
 (7.780414941845569032e+00-0.000000000000000000e+00j)
 (7.976647671938037476e+00-0.000000000000000000e+00j)
 (7.935108421555247205e+00-0.000000000000000000e+00j)
 (7.834047759309207493e+00-0.000000000000000000e+00j)
 (7.691595033163979522e+00-0.000000000000000000e+00j)
 (7.828665207905373791e+00-0.000000000000000000e+00j)
 (7.937730814318432415e+00-0.000000000000000000e+00j)
 (8.161878034984384911e+00-0.000000000000000000e+00j)
 (8.088456560890266545e+00-0.000000000000000000e+00j)
 (8.139048795384887569e+00-0.000000000000000000e+00j)
 (7.967849064977881923e+00-0.000000000000000000e+00j)
 (7.944317058443438384e+00-0.000000000000000000e+00j)
 (7.958609962006051752e+00-0.000000000000000000e+00j)
 (8.042192216301843999e+00-0.000000000000000000e+00j)
 (8.024239079326720869e+00-0.000000000000000000e+00j)
 (8.050277003190970504e+00-0.000000000000000000e+00j)
 (8.275235057048066167e+00-0.000000000000000000e+00j)
 (8.229112157886827816e+00-0.000000000000000000e+00j)
 (8.197106226427015585e+00-0.000000000000000000e+00j)
 (8.225601132798672666e+00-0.000000000000000000e+00j)
 (8.265330341670708236e+00-0.000000000000000000e+00j)
 (8.196726159730619798e+00-0.000000000000000000e+00j)
 (8.169695608983117197e+00-0.000000000000000000e+00j)
 (8.182176401306165303e+00-0.000000000000000000e+00j)
 (7.834179214751540776e+00-0.000000000000000000e+00j)
 (7.714723151715412897e+00-0.000000000000000000e+00j)
 (7.891520243415197200e+00-0.000000000000000000e+00j)
 (8.067915760275731429e+00-0.000000000000000000e+00j)
 (8.174246146881214869e+00-0.000000000000000000e+00j)
 (8.208423089740758627e+00-0.000000000000000000e+00j)
 (8.152272060725007208e+00-0.000000000000000000e+00j)
 (7.785000480128660527e+00-0.000000000000000000e+00j)
 (7.233592225738577852e+00-0.000000000000000000e+00j)
 (7.671430423308276403e+00-0.000000000000000000e+00j)
 (7.750011880239665807e+00-0.000000000000000000e+00j)
 (7.737199206322799228e+00-0.000000000000000000e+00j)
 (8.130540981782305110e+00-0.000000000000000000e+00j)
 (7.944338852385627092e+00-0.000000000000000000e+00j)
 (8.055025963628711594e+00-0.000000000000000000e+00j)
 (8.204962286483365119e+00-0.000000000000000000e+00j)
 (8.296965073773383992e+00-0.000000000000000000e+00j)
 (8.024537651205356781e+00-0.000000000000000000e+00j)
 (8.215444636469960926e+00-0.000000000000000000e+00j)
 (8.271108372222816030e+00-0.000000000000000000e+00j)
 (8.126593376923629819e+00-0.000000000000000000e+00j)
 (8.002013508047390644e+00-0.000000000000000000e+00j)
 (8.075248779287656831e+00-0.000000000000000000e+00j)
 (8.155216336670575217e+00-0.000000000000000000e+00j)
 (8.247560991331230440e+00-0.000000000000000000e+00j)
 (8.332796444188094398e+00-0.000000000000000000e+00j)
 (8.231594548931482791e+00-0.000000000000000000e+00j)
 (7.994270926944662570e+00-0.000000000000000000e+00j)
 (7.914863588885409307e+00-0.000000000000000000e+00j)
 (8.074028366068937146e+00-0.000000000000000000e+00j)
 (8.089605246077073986e+00-0.000000000000000000e+00j)
 (8.325074127074724828e+00-0.000000000000000000e+00j)
 (8.208649693226377053e+00-0.000000000000000000e+00j)
 (8.221456647893020886e+00-0.000000000000000000e+00j)
 (8.307667221119144685e+00-0.000000000000000000e+00j)
 (8.200444375269572816e+00-0.000000000000000000e+00j)
 (8.067473359103708219e+00-0.000000000000000000e+00j)
 (8.091825066842051939e+00-0.000000000000000000e+00j)
 (8.361566220429709873e+00-0.000000000000000000e+00j)
 (8.426362656405865792e+00-0.000000000000000000e+00j)
 (8.343820267973519833e+00-0.000000000000000000e+00j)
 (8.285425187366868727e+00-0.000000000000000000e+00j)
 (8.161133734579596677e+00-0.000000000000000000e+00j)
 (8.288256153162215867e+00-0.000000000000000000e+00j)
 (8.357466449333626812e+00-0.000000000000000000e+00j)
 (8.260574382237523494e+00-0.000000000000000000e+00j)
 (8.180615294807598303e+00-0.000000000000000000e+00j)
 (8.166510445362156645e+00-0.000000000000000000e+00j)
 (8.354443821595058495e+00-0.000000000000000000e+00j)
 (8.331537043651481511e+00-0.000000000000000000e+00j)
 (8.345860258321497582e+00-0.000000000000000000e+00j)
 (8.107528434816916985e+00-0.000000000000000000e+00j)
 (8.220661650693006806e+00-0.000000000000000000e+00j)
 (8.170658335908267844e+00-0.000000000000000000e+00j)
 (8.157066265439659958e+00-0.000000000000000000e+00j)
 (7.873867140053964597e+00-0.000000000000000000e+00j)
 (7.761055604007749409e+00-0.000000000000000000e+00j)
 (7.538709031144724904e+00-0.000000000000000000e+00j)
 (8.035493616000390915e+00-0.000000000000000000e+00j)
 (8.119689183206213912e+00-0.000000000000000000e+00j)
 (8.148377046623176412e+00-0.000000000000000000e+00j)
 (8.191308554103851947e+00-0.000000000000000000e+00j)
 (7.927534781910350326e+00-0.000000000000000000e+00j)
 (8.108312828690859675e+00-0.000000000000000000e+00j)
 (8.197276668378716380e+00-0.000000000000000000e+00j)
 (8.276924118448759415e+00-0.000000000000000000e+00j)
 (8.331902540170649019e+00-0.000000000000000000e+00j)
 (8.287806939454515742e+00-0.000000000000000000e+00j)
 (7.914166422578297500e+00-0.000000000000000000e+00j)
 (8.294216471720300632e+00-0.000000000000000000e+00j)
 (8.255412346168089499e+00-0.000000000000000000e+00j)
 (8.213814248209692082e+00-0.000000000000000000e+00j)
 (8.240285069547784502e+00-0.000000000000000000e+00j)
 (8.433150908073111296e+00-0.000000000000000000e+00j)
 (8.269154921731493246e+00-0.000000000000000000e+00j)
 (8.161671996759928049e+00-0.000000000000000000e+00j)
 (8.297549308900116216e+00-0.000000000000000000e+00j)
 (7.954806391924456932e+00-0.000000000000000000e+00j)
 (8.017527580612593852e+00-0.000000000000000000e+00j)
 (8.090673565138015277e+00-0.000000000000000000e+00j)
 (8.182692191730103204e+00-0.000000000000000000e+00j)
 (8.328428212791623153e+00-0.000000000000000000e+00j)
 (8.144899906772458564e+00-0.000000000000000000e+00j)
 (8.162811396825015109e+00-0.000000000000000000e+00j)
 (7.854405633576485357e+00-0.000000000000000000e+00j)
 (8.217505856875440884e+00-0.000000000000000000e+00j)
 (8.264554770458019561e+00-0.000000000000000000e+00j)
 (8.348389801555200052e+00-0.000000000000000000e+00j)
 (8.225503556654313542e+00-0.000000000000000000e+00j)
 (8.291301251357593216e+00-0.000000000000000000e+00j)
 (8.352702609688712698e+00-0.000000000000000000e+00j)
 (8.264191461711099862e+00-0.000000000000000000e+00j)
 (8.154691262459820678e+00-0.000000000000000000e+00j)
 (8.207766320014245665e+00-0.000000000000000000e+00j)
 (8.390566502431580531e+00-0.000000000000000000e+00j)
 (8.307032655641258145e+00-0.000000000000000000e+00j)
 (8.352395235209765900e+00-0.000000000000000000e+00j)
 (8.384712843931820814e+00-0.000000000000000000e+00j)
 (8.334882807980994457e+00-0.000000000000000000e+00j)
 (8.347516444617802733e+00-0.000000000000000000e+00j)
 (8.352240358104657147e+00-0.000000000000000000e+00j)
 (8.272409253785898642e+00-0.000000000000000000e+00j)
 (8.322646058007812542e+00-0.000000000000000000e+00j)
 (8.221736586935811886e+00-0.000000000000000000e+00j)
 (8.469294176530809182e+00-0.000000000000000000e+00j)
 (8.264181402996698012e+00-0.000000000000000000e+00j)
 (8.414493976035195999e+00-0.000000000000000000e+00j)
 (8.285218595983625534e+00-0.000000000000000000e+00j)
 (8.214838500565251778e+00-0.000000000000000000e+00j)
 (8.206409684355541856e+00-0.000000000000000000e+00j)
 (8.219784214630644570e+00-0.000000000000000000e+00j)
 (8.151052235768792897e+00-0.000000000000000000e+00j)
 (7.866257389942088452e+00-0.000000000000000000e+00j)
 (7.609008044377343793e+00-0.000000000000000000e+00j)
 (8.097543567921709595e+00-0.000000000000000000e+00j)
 (8.145952205900103493e+00-0.000000000000000000e+00j)
 (8.209314422354744067e+00-0.000000000000000000e+00j)
 (7.846602240465997191e+00-0.000000000000000000e+00j)
 (8.183875972731327053e+00-0.000000000000000000e+00j)
 (8.294293173691370313e+00-0.000000000000000000e+00j)
 (8.396952799623710106e+00-0.000000000000000000e+00j)
 (8.342385610860196365e+00-0.000000000000000000e+00j)
 (8.237667672717222445e+00-0.000000000000000000e+00j)
 (8.445553951467370979e+00-0.000000000000000000e+00j)
 (8.341056832910563656e+00-0.000000000000000000e+00j)
 (8.116572305581318147e+00-0.000000000000000000e+00j)
 (8.404164840606874520e+00-0.000000000000000000e+00j)
 (8.007664009455242038e+00-0.000000000000000000e+00j)
 (8.154096869148471427e+00-0.000000000000000000e+00j)
 (8.351524578899416795e+00-0.000000000000000000e+00j)
 (8.404339627218490705e+00-0.000000000000000000e+00j)
 (8.380832890984402539e+00-0.000000000000000000e+00j)
 (8.372776552934560357e+00-0.000000000000000000e+00j)
 (8.122540980806139288e+00-0.000000000000000000e+00j)
 (8.345952476807376286e+00-0.000000000000000000e+00j)
 (8.424104944831338315e+00-0.000000000000000000e+00j)
 (8.320382311872227987e+00-0.000000000000000000e+00j)
 (8.255636835677440999e+00-0.000000000000000000e+00j)
 (8.237875091835162422e+00-0.000000000000000000e+00j)
 (8.431281376368806590e+00-0.000000000000000000e+00j)
 (8.286573536246882199e+00-0.000000000000000000e+00j)
 (8.447750248792996075e+00-0.000000000000000000e+00j)
 (8.320974717107731067e+00-0.000000000000000000e+00j)
 (8.295356209510208245e+00-0.000000000000000000e+00j)
 (8.132342954113131128e+00-0.000000000000000000e+00j)
 (8.258339806995422805e+00-0.000000000000000000e+00j)
 (8.220147313551329660e+00-0.000000000000000000e+00j)
 (7.893331326389112945e+00-0.000000000000000000e+00j)
 (7.680408633287602704e+00-0.000000000000000000e+00j)
 (8.149659610878183358e+00-0.000000000000000000e+00j)
 (8.264192923091998821e+00-0.000000000000000000e+00j)
 (7.938931762664125813e+00-0.000000000000000000e+00j)
 (8.181786533165400499e+00-0.000000000000000000e+00j)
 (8.361478361701594864e+00-0.000000000000000000e+00j)
 (8.356451036591042936e+00-0.000000000000000000e+00j)
 (8.155928829668010138e+00-0.000000000000000000e+00j)
 (8.319132019318731253e+00-0.000000000000000000e+00j)
 (8.001549384097454976e+00-0.000000000000000000e+00j)
 (8.134429448970083243e+00-0.000000000000000000e+00j)
 (8.295014759724230302e+00-0.000000000000000000e+00j)
 (8.376085727904916567e+00-0.000000000000000000e+00j)
 (8.346392077801493059e+00-0.000000000000000000e+00j)
 (8.092808870631795770e+00-0.000000000000000000e+00j)
 (8.216749439241791464e+00-0.000000000000000000e+00j)
 (8.207093498377357577e+00-0.000000000000000000e+00j)
 (8.189996497357315164e+00-0.000000000000000000e+00j)
 (8.131573543596212872e+00-0.000000000000000000e+00j)
 (7.873830416967219747e+00-0.000000000000000000e+00j)
 (7.525857309850406907e+00-0.000000000000000000e+00j)
 (8.160679973367585660e+00-0.000000000000000000e+00j)
 (7.953188398471725762e+00-0.000000000000000000e+00j)
 (8.179659613396804474e+00-0.000000000000000000e+00j)
 (8.199265184875525136e+00-0.000000000000000000e+00j)
 (7.858801908547684789e+00-0.000000000000000000e+00j)
 (8.097685317817607142e+00-0.000000000000000000e+00j)
 (8.077592480848771572e+00-0.000000000000000000e+00j)
 (7.902777148885006042e+00-0.000000000000000000e+00j)
 (7.744928388067377156e+00-0.000000000000000000e+00j)
 (7.511263123131781683e+00-0.000000000000000000e+00j)
 (7.896291509198305469e+00-0.000000000000000000e+00j)
 (7.792381420588458063e+00-0.000000000000000000e+00j)
 (7.688054094870125255e+00-0.000000000000000000e+00j)
 (6.885193958634160616e+00-0.000000000000000000e+00j)
 (7.242179932495705685e+00-0.000000000000000000e+00j)
 (7.620081573569920330e+00-0.000000000000000000e+00j)
 (7.666311462855080805e+00-0.000000000000000000e+00j)
 (7.873133425362798476e+00-0.000000000000000000e+00j)
 (7.822258055309665892e+00-0.000000000000000000e+00j)
 (7.994169024954167035e+00-0.000000000000000000e+00j)
 (7.784345527581060686e+00-0.000000000000000000e+00j)
 (7.856136022056660728e+00-0.000000000000000000e+00j)
 (7.786413843541867941e+00-0.000000000000000000e+00j)
 (8.117825092402959797e+00-0.000000000000000000e+00j)
 (8.103527132623391083e+00-0.000000000000000000e+00j)
 (8.134573136072701161e+00-0.000000000000000000e+00j)
 (8.154451899632469747e+00-0.000000000000000000e+00j)
 (7.995608311862676842e+00-0.000000000000000000e+00j)
 (8.084460693060666614e+00-0.000000000000000000e+00j)
 (8.249807621255115464e+00-0.000000000000000000e+00j)
 (8.233983702457486231e+00-0.000000000000000000e+00j)
 (8.232115036165104982e+00-0.000000000000000000e+00j)
 (8.100998180601717280e+00-0.000000000000000000e+00j)
 (8.161975176001945442e+00-0.000000000000000000e+00j)
 (8.194990001191484907e+00-0.000000000000000000e+00j)
 (8.105882961082699012e+00-0.000000000000000000e+00j)
 (8.230401982184062604e+00-0.000000000000000000e+00j)
 (8.313138149011557232e+00-0.000000000000000000e+00j)
 (8.269162026319005321e+00-0.000000000000000000e+00j)
 (8.211056719944782145e+00-0.000000000000000000e+00j)
 (8.218788658999709895e+00-0.000000000000000000e+00j)
 (7.919001212897770259e+00-0.000000000000000000e+00j)
 (7.870976038486521276e+00-0.000000000000000000e+00j)
 (7.946234299922525501e+00-0.000000000000000000e+00j)
 (8.134938809277064919e+00-0.000000000000000000e+00j)
 (8.298547682327415131e+00-0.000000000000000000e+00j)
 (8.293110663749155620e+00-0.000000000000000000e+00j)
 (8.220243500994033781e+00-0.000000000000000000e+00j)
 (8.032875073526795973e+00-0.000000000000000000e+00j)
 (7.814375720651529633e+00-0.000000000000000000e+00j)
 (8.066610883346426064e+00-0.000000000000000000e+00j)
 (8.167556106938542726e+00-0.000000000000000000e+00j)
 (8.258101789458265785e+00-0.000000000000000000e+00j)
 (8.227549880954370565e+00-0.000000000000000000e+00j)
 (7.968150164462299401e+00-0.000000000000000000e+00j)
 (8.043730083942545406e+00-0.000000000000000000e+00j)
 (8.156803757538344968e+00-0.000000000000000000e+00j)
 (8.397463410009866180e+00-0.000000000000000000e+00j)
 (8.282683317228247688e+00-0.000000000000000000e+00j)
 (8.355620385268544226e+00-0.000000000000000000e+00j)
 (8.387741487375114602e+00-0.000000000000000000e+00j)
 (8.195247884414946782e+00-0.000000000000000000e+00j)
 (8.170124020487275374e+00-0.000000000000000000e+00j)
 (8.097986635627382412e+00-0.000000000000000000e+00j)
 (8.093997652311912816e+00-0.000000000000000000e+00j)
 (8.250665666803250531e+00-0.000000000000000000e+00j)
 (8.303891968970511073e+00-0.000000000000000000e+00j)
 (8.214737200720373167e+00-0.000000000000000000e+00j)
 (8.306782097213639915e+00-0.000000000000000000e+00j)
 (8.127068892407143252e+00-0.000000000000000000e+00j)
 (8.210728635829571687e+00-0.000000000000000000e+00j)
 (8.325512860293557083e+00-0.000000000000000000e+00j)
 (8.319484528094276854e+00-0.000000000000000000e+00j)
 (8.282141542519076083e+00-0.000000000000000000e+00j)
 (8.263191124550210986e+00-0.000000000000000000e+00j)
 (8.390156332600511746e+00-0.000000000000000000e+00j)
 (8.257965447964796368e+00-0.000000000000000000e+00j)
 (8.235389844030432727e+00-0.000000000000000000e+00j)
 (8.204578097713902451e+00-0.000000000000000000e+00j)
 (8.481695179312621846e+00-0.000000000000000000e+00j)
 (8.410327404651079419e+00-0.000000000000000000e+00j)
 (8.318338097592949509e+00-0.000000000000000000e+00j)
 (8.386773446352661310e+00-0.000000000000000000e+00j)
 (8.329872735167407782e+00-0.000000000000000000e+00j)
 (8.368150113079044772e+00-0.000000000000000000e+00j)
 (8.395333975580795638e+00-0.000000000000000000e+00j)
 (8.424090578476311819e+00-0.000000000000000000e+00j)
 (8.356046597097023465e+00-0.000000000000000000e+00j)
 (8.229400204541752473e+00-0.000000000000000000e+00j)
 (8.431910841825349223e+00-0.000000000000000000e+00j)
 (8.323259476691656999e+00-0.000000000000000000e+00j)
 (8.376900028466671699e+00-0.000000000000000000e+00j)
 (8.257601929289057452e+00-0.000000000000000000e+00j)
 (8.180011089894499321e+00-0.000000000000000000e+00j)
 (8.193821804739830128e+00-0.000000000000000000e+00j)
 (8.209652983551622540e+00-0.000000000000000000e+00j)
 (8.223466675251117408e+00-0.000000000000000000e+00j)
 (7.887455598306992499e+00-0.000000000000000000e+00j)
 (7.762348894456239989e+00-0.000000000000000000e+00j)
 (7.785025395164178796e+00-0.000000000000000000e+00j)
 (8.167469213508608661e+00-0.000000000000000000e+00j)
 (8.205557766614841597e+00-0.000000000000000000e+00j)
 (8.319714988845479553e+00-0.000000000000000000e+00j)
 (8.131254343591436395e+00-0.000000000000000000e+00j)
 (8.045445695649753759e+00-0.000000000000000000e+00j)
 (7.734796981842411157e+00-0.000000000000000000e+00j)
 (8.059234731360904291e+00-0.000000000000000000e+00j)
 (8.160009440172364847e+00-0.000000000000000000e+00j)
 (8.123333164030828613e+00-0.000000000000000000e+00j)
 (8.304115763228205438e+00-0.000000000000000000e+00j)
 (8.113972712318455294e+00-0.000000000000000000e+00j)
 (8.229058854472008022e+00-0.000000000000000000e+00j)
 (8.331380747475167325e+00-0.000000000000000000e+00j)
 (8.405057585568226131e+00-0.000000000000000000e+00j)
 (8.307309230517409659e+00-0.000000000000000000e+00j)
 (8.375675886953581895e+00-0.000000000000000000e+00j)
 (8.383408795871137187e+00-0.000000000000000000e+00j)
 (8.253096685314174508e+00-0.000000000000000000e+00j)
 (8.218993310218564829e+00-0.000000000000000000e+00j)
 (7.885245630350259383e+00-0.000000000000000000e+00j)
 (7.953916397713276965e+00-0.000000000000000000e+00j)
 (8.165986657850430319e+00-0.000000000000000000e+00j)
 (8.238377023567196034e+00-0.000000000000000000e+00j)
 (8.244613764884508811e+00-0.000000000000000000e+00j)
 (7.784112509882724851e+00-0.000000000000000000e+00j)
 (6.897701731229220812e+00-0.000000000000000000e+00j)
 (7.525046770294570031e+00-0.000000000000000000e+00j)
 (7.572184897295788808e+00-0.000000000000000000e+00j)
 (8.113442174775590487e+00-0.000000000000000000e+00j)
 (7.841822434196345171e+00-0.000000000000000000e+00j)
 (8.093634310937446230e+00-0.000000000000000000e+00j)
 (8.140835136598335353e+00-0.000000000000000000e+00j)
 (7.942496750427713081e+00-0.000000000000000000e+00j)
 (7.964075370895546513e+00-0.000000000000000000e+00j)
 (8.321679302417489765e+00-0.000000000000000000e+00j)
 (8.220056671864732323e+00-0.000000000000000000e+00j)
 (8.261866556033465869e+00-0.000000000000000000e+00j)
 (8.426564639723755690e+00-0.000000000000000000e+00j)
 (8.227683707639206645e+00-0.000000000000000000e+00j)
 (7.906035486499301435e+00-0.000000000000000000e+00j)
 (8.112036399464560787e+00-0.000000000000000000e+00j)
 (8.367245142163682203e+00-0.000000000000000000e+00j)
 (8.174359008667870796e+00-0.000000000000000000e+00j)
 (8.333476218237427346e+00-0.000000000000000000e+00j)
 (8.293483791022952190e+00-0.000000000000000000e+00j)
 (8.388097445709140842e+00-0.000000000000000000e+00j)
 (8.377132159105670439e+00-0.000000000000000000e+00j)
 (8.300666138566594299e+00-0.000000000000000000e+00j)
 (7.890497602127501509e+00-0.000000000000000000e+00j)
 (8.240486167908823489e+00-0.000000000000000000e+00j)
 (8.338378824778130749e+00-0.000000000000000000e+00j)
 (8.294031525862024523e+00-0.000000000000000000e+00j)
 (8.078701681392846723e+00-0.000000000000000000e+00j)
 (7.973430903138265080e+00-0.000000000000000000e+00j)
 (8.035880245761294560e+00-0.000000000000000000e+00j)
 (8.257029748439439487e+00-0.000000000000000000e+00j)
 (8.410459190995375423e+00-0.000000000000000000e+00j)
 (8.445384563246825849e+00-0.000000000000000000e+00j)
 (8.297708506967016007e+00-0.000000000000000000e+00j)
 (8.303910826983262439e+00-0.000000000000000000e+00j)
 (8.142281904647257207e+00-0.000000000000000000e+00j)
 (8.199669365870992266e+00-0.000000000000000000e+00j)
 (8.287147350721390637e+00-0.000000000000000000e+00j)
 (8.383807670712450033e+00-0.000000000000000000e+00j)
 (8.371422926447401380e+00-0.000000000000000000e+00j)
 (8.430623066311271785e+00-0.000000000000000000e+00j)
 (8.421566194691797236e+00-0.000000000000000000e+00j)
 (8.434596322863706419e+00-0.000000000000000000e+00j)
 (8.354281760776395060e+00-0.000000000000000000e+00j)
 (8.368880892300960994e+00-0.000000000000000000e+00j)
 (8.186925664413447379e+00-0.000000000000000000e+00j)
 (8.326959835459923909e+00-0.000000000000000000e+00j)
 (8.512091230624641014e+00-0.000000000000000000e+00j)
 (8.240122857319294170e+00-0.000000000000000000e+00j)
 (7.883636665481586370e+00-0.000000000000000000e+00j)
 (8.210873110375940698e+00-0.000000000000000000e+00j)
 (8.382985232132424969e+00-0.000000000000000000e+00j)
 (8.086602769236133526e+00-0.000000000000000000e+00j)
 (8.341676400494289823e+00-0.000000000000000000e+00j)
 (8.391076766279631727e+00-0.000000000000000000e+00j)
 (8.362448313928641852e+00-0.000000000000000000e+00j)
 (8.430027038776508164e+00-0.000000000000000000e+00j)
 (8.335963689923470810e+00-0.000000000000000000e+00j)
 (8.078255846474847957e+00-0.000000000000000000e+00j)
